Name,Address,FastUpdates Registration,Normalised weight,Registration weight,Registration block,Delegation weight,Capped delegation weight
PRICEKRAKEN,0x4F84caAb4a53Aabbad2dfE1013d2bB53EDBF2f0a,1,2079,5.412624270733342e+19,68473654,204743717.5927464,204743717.5927464
ACDTftso,0x527E5e829763885008E171493C0E8d4A1eC48239,1,619,1.6122558229930072e+19,68473652,40729789.05679335,40729789.05679335
Xdrops Oracle,0x625598caF40C63EB62860260cfD343d5FA4D88D4,1,389,1.0143786062278306e+19,68473653,21958380.897528358,21958380.897528358
Mickey B Fresh,0x65Ae92f3473D75815F2a86298b76A608F94E1575,0,399,1.0389695804744733e+19,68473656,22671000.986823224,22671000.986823224
Use Your Spark,0x661a71e863c887E68aa8c9348e8AA60E48a868Ad,1,1635,4.256563422485042e+19,68473654,148620579.2794649,148620579.2794649
Flare Oracle,0x6c2209754845dF0FC01D048c3F3C3537B5D35B9c,1,2139,5.566770737818268e+19,68473655,281751945.3922126,212554902.3726084
,0x736E7225CC876f30BA124C2bFb8C0ed133f6c7C9,0,29,7.77714635163578e+17,68473653,715200.0,715200.0
Bifrost Wallet,0x7429E0C70306834E2B210cf3FEB306342f456ce7,1,2139,5.566770737818268e+19,68473655,332962346.37594175,212554902.3726084
Knot Nodes,0x7e74F48ee5575e028d6bEbd77e368761F1d74a2a,1,368,9.58713093812573e+18,68473659,20366585.50494653,20366585.50494653
,0x7fBec5e3BE491C419A9e5822b40E0EDD00f18393,0,1,3.16227e+16,68473654,10000.0,10000.0
EvolveFTSO,0x89f7498a8db97FF7d8ef323E480Cb18dB44a1309,1,2139,5.566770737818268e+19,68473656,304463591.81650805,212554902.3726084
EDPFTSO,0x8ddd48b520Df91f05C5d8c19b2cEE59ABe65978a,1,2139,5.566770737818268e+19,68473656,242260632.3336151,212554902.3726084
,0x90C0Edf240397D461eBe7DF9b41EE9b4415F3432,0,730,1.90064917617823e+19,68473662,50722749.239748046,50722749.239748046
,0x928aeB29a4C82c7a1BBfF51d41777fAA4dD78A8E,0,366,9.540423568448524e+18,68473657,20234404.33715225,20234404.33715225
FlareFi,0x98BBe5658da8B31FbD3F07157a2cff4D10c0f22e,1,2139,5.566770737818268e+19,68473654,217186454.30608478,212554902.3726084
sToadz FTSO,0xa0E1FBA30e75e2d0D6C428cFF4B3b6A06233422b,1,874,2.2760067128349503e+19,68473660,64500763.50413002,64500763.50413002
,0xA36Bc4D5e3deDBb03506F54c0F48af223026E919,0,363,9.457414915923225e+18,68473654,20000005.000000663,20000005.000000663
InGen.FTSO,0xa6b95941845b229aD7b2cD4c3c6dE3aD9d0865Ff,1,363,9.464189335711226e+18,68473657,20019105.32097508,20019105.32097508
Tailwind FTSO,0xAA14F00460Efa76418F9CE265fe6DbB259b59D3f,0,366,9.5461140658625e+18,68473659,20250490.30447708,20250490.30447708
Aternety,0xAb3DAe93cD52f6e2A0809Dc19567C79ac3b1e225,1,996,2.5929355838128054e+19,68473654,76746007.0442163,76746007.0442163
Oracle Daemon,0xaDEDCd23941E479b4736B38e271Eb926596BBe3d,0,450,1.1712008743812491e+19,68473654,26597565.92419635,26597565.92419635
FTSO AU,0xB3C9AA09F22A06122d3608Ef075f14E001561470,0,1763,4.5888980839350166e+19,68473654,164290036.086117,164290036.086117
AlphaOracle,0xB4466BE43F01e8A615490098AAF18a1dc5c56568,1,2139,5.566770737818268e+19,68473652,238050184.51436487,212554902.3726084
,0xb6b43bE1178c356F9C2B8A8030451559fCC7AE8a,0,363,9.462203345692944e+18,68473652,20013505.0,20013505.0
FTSO EU,0xbB99dda7b6dcE88908dCD684ab7bf1a90f084401,1,715,1.8613360766717653e+19,68473653,49328718.00872635,49328718.00872635
Aureus Ox,0xBe311F1640b700F76D17C009a505487C23b0312c,1,2139,5.566770737818268e+19,68473653,213858645.35800847,212554902.3726084
Envision,0xC1d269E9D2A39c6A285EaAF53Eb9fe9b7245C87E,1,1235,3.215841759523289e+19,68473654,102264844.07100327,102264844.07100327
Sun-Dara,0xC2AE38bd4804f74Bba2828CdFC1fFa4be4D71304,0,430,1.1192527935401955e+19,68473657,25036349.239888486,25036349.239888486
AFOracle,0xC5261026e08Ec6dc23162ef7Eb1248548715be76,1,410,1.0678831596914244e+19,68473658,23516090.273549177,23516090.273549177
FlareFTSO,0xC5d2411d9ff188ebeD494d93efB52e87Bb14b75d,1,493,1.2847768868747932e+19,68473654,30091036.313423466,30091036.313423466
Flare Network Test 2,0xce1008d12BB6E5aA47905D1f3bd97042217fFeab,1,1,2.6762107606524628e+16,68473656,8005.0,8005.0
African Proofs,0xcf3A3e5797A960C67e0E4B23D4594246ffB9d935,1,363,9.466456110411882e+18,68473654,20025496.003449287,20025496.003449287
True FTSO,0xD03a130079430a5d8fd1caEA3535a80dDc6bFc0D,1,365,9.511508065534249e+18,68473654,20152678.22847522,20152678.22847522
FTSO London,0xD288C3EF25eBf79e7C53EA37DcDfB0710f3Ed173,0,1114,2.9002452481902903e+19,68473653,89107259.43963408,89107259.43963408
WitterFTSO,0xd6122bb3d05454b4E4CC9883064A96607eB835BF,1,531,1.383550344723737e+19,68473654,33214430.640221216,33214430.640221216
,0xd6C5f3e3a8A76EC73F2fAFaf06ef9dA57796DdF0,1,376,9.792371071253344e+18,68473652,20950000.01556098,20950000.01556098
TempestFTSO,0xD9DdD06B3E603F451DD8A16574CA9D3dF564742b,0,368,9.589934374028585e+18,68473653,20374527.486834615,20374527.486834615
FTSO Plus,0xDbB159Ee372D58d2653023bF1c5ab5678b842870,1,2091,5.443008051305496e+19,68473654,206277574.96678963,206277574.96678963
,0xE6B81dB3e09ee36611555D053A1bF8cb99fC2f1B,0,1318,3.431789942585731e+19,68473654,111522115.98114902,111522115.98114902
FTSOCAN,0xEc056b0EF36de1D63031fdBb9bceF5FEB36FB27f,1,414,1.0795538355607724e+19,68473653,23859385.723070987,23859385.723070987
LightFTSO,0xEE6f6572cfeB3467CE5F3572Bea7c5FD6d2b1725,1,2139,5.566770737818268e+19,68473656,239875976.5832072,212554902.3726084
,0xeEddF5817a03a3a0e27e33672c4788A9e43fA438,0,35,9.305190462893806e+17,68473653,908449.6441701226,908449.6441701226
Wonderftso,0xfe193A0f95bBeeE5a5c8306bca5ceDfA65114460,0,367,9.553215546737607e+18,68473660,20270577.006602526,20270577.006602526
